Date,MPC Target,Processed,Submitted,codes,Observability,"approx. transit time (@TMO, LOCAL)",RA,Dec,"RA Vel (""/min)","Dec Vel (""/min)",Vmag,~Error (arcsec),Error Color,Sky Brightness,SNR,Vel_Est,FWHM,Sky Mag,start,end
0706-0707,P21GN7T_1,bad,-1,-9,,530,16 42 45.5,03 31 33,-0.87,0.81,21.4,10,green,,,,,,2023-07-06,2023-07-07
0706-0707,P21GN7T_2,bad,-1,-9,,530,16 42 45.5,03 31 33,-0.87,0.81,21.4,10,green,,,,,,2023-07-06,2023-07-07
0706-0707,C9DUKP2_1,_1 bad recenter,-1,-2,,510,16 22 02.8,15 59 47,6.31,-7.72,20,1.5,green,,,,,,2023-07-06,2023-07-07
0706-0707,C9DUKP2_2,_1 bad recenter,1,2,,510,16 22 02.8,15 59 47,6.31,-7.72,20,1.5,green,,,,,,2023-07-06,2023-07-07
0706-0707,C9DUJ32_1,only_2,-1,-9,,420,15 25 55.3,20 37 35,-0.92,7.31,21,10,green,,,,,,2023-07-06,2023-07-07
0706-0707,C9DUJ32_2,only_2,1,2,,420,15 25 55.3,20 37 35,-0.92,7.31,21,10,green,,,,,,2023-07-06,2023-07-07
0705-0706,P21GJLK_1,unknown,-1,"-9,",,1120,22 30 21.3,+10 44 24,-0.16,0.49,21.2,200,blue,,,,,,2023-07-05,2023-07-06
0705-0706,P21GJLK_2,unknown,-1,"-9,",,1120,22 30 21.3,+10 44 24,-0.16,0.49,21.2,200,blue,,,,,,2023-07-05,2023-07-06
0629-0630,P21GKdD_1,,1,"1,",,1040,21 22 29.4,-04 20 18,-3.87,-2.24,20.2,100,green,,,,,,2023-06-29,2023-06-30
0629-0630,P21GKdD_2,,1,"1,",,1040,21 22 29.4,-04 20 18,-3.87,-2.24,20.2,100,green,,,,,,2023-06-29,2023-06-30
0629-0630,P11GlGR_1,low SNR,0,0,,1130,22 11 53.9,-19 15 01,3,2.76,20.5,5,green,,,,,,2023-06-29,2023-06-30
0629-0630,P11GlGR_2,low SNR,0,0,,1130,22 11 53.9,-19 15 01,3,2.76,20.5,5,green,,,,,,2023-06-29,2023-06-30
0629-0630,P21GJLK_1,,1,"1,",,1150,22 31 21.0,09 32 38,-0.079,0.52,21.2,2,blue,,,,,,2023-06-29,2023-06-30
0629-0630,P21GJLK_2,,1,"1,",,1150,22 31 21.0,09 32 38,-0.079,0.52,21.2,2,blue,,,,,,2023-06-29,2023-06-30
0628-0629,C3RA2R1_1,,1,"1,",,630,17 02 44.6,+47 06 46,9.47,-2.49,20.2,1,green,,,,,,2023-06-28,2023-06-29
0628-0629,C3RA2R1_2,,1,"1,",,630,17 02 44.6,+47 06 46,9.47,-2.49,20.2,1,green,,,,,,2023-06-28,2023-06-29
0628-0629,P21GF6y_1,,1,"1,",,640,17 15 30.0,+06 01 42,-1.47,1.67,21.3,1.5,green,,,,,,2023-06-28,2023-06-29
0628-0629,P21GF6y_2,,1,"1,",,640,17 15 30.0,+06 01 42,-1.47,1.67,21.3,1.5,green,,,,,,2023-06-28,2023-06-29
0628-0629,P11GIGS_1,,1,"1,",,~1050,21 44 39.0,-19 01 53,2.69,1.42,20.8,7,yellow,,,,,,2023-06-28,2023-06-29
0628-0629,P11GIGS_2,,1,"1,",,~1050,21 44 39.0,-19 01 53,2.69,1.42,20.8,7,yellow,,,,,,2023-06-28,2023-06-29
0628-0629,P11GIGR_1,No target in either identify obj,-1,-2,,1130,22 06 47.4,-20 20 21,3.03,2.69,20.1,10,green,,,,,,2023-06-28,2023-06-29
0628-0629,P11GIGR_2,No target in either identify obj,-1,-2,,1130,22 06 47.4,-20 20 21,3.03,2.69,20.1,10,green,,,,,,2023-06-28,2023-06-29
0628-0629,C3RAZ91_1,no target in either identify obs,-1,-2,,~1300,23 29 31.2,-06 28 32,0.65,0.11,19.4,150,blue,,,,,,2023-06-28,2023-06-29
0628-0629,C3RAZ91_2,no target in either identify obs,-1,-2,,~1300,23 29 31.2,-06 28 32,0.65,0.11,19.4,150,blue,,,,,,2023-06-28,2023-06-29
0627-0628,C3RA2R1_1,,1,"1,",03:50 - 10:20,2023-06-28 6:10:00,16 42 34.2,48 13 33.6,12,-2.28,20.2,"(85.59, 24.02)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,C3RA2R1_2,,1,"1,",03:50 - 10:20,2023-06-28 6:10:00,16 42 34.2,48 13 33.6,12,-2.28,20.2,"(85.59, 24.02)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,P21GF6y_1,,1,"1,",03:20 - 10:50,2023-06-28 6:40:00,17 18 02.52,5 12 51.48,-1.62,1.92,21,"(26.58, 26.86)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,P21GF6y_2,,1,"1,",03:20 - 10:50,2023-06-28 6:40:00,17 18 02.52,5 12 51.48,-1.62,1.92,21,"(26.58, 26.86)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,C9DM1Z2_1,_2 stuck in debug mode,1,2,04:40 - 10:50,2023-06-28 6:50:00,17 23 23.64,-4 24 54.36,-0.78,0.66,21.4,"(2.04, 1.67)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,C9DM1Z2_2,_2 stuck in debug mode,-1,-9,04:40 - 10:50,2023-06-28 6:50:00,17 23 23.64,-4 24 54.36,-0.78,0.66,21.4,"(2.04, 1.67)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,P21GF6O_1,,1,"1,",05:50 - 11:50,2023-06-28 7:50:00,18 19 44.04,58 00 19.44,-8.4,13.8,20.6,"(1.49, 3.64)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,P21GF6O_2,,1,"1,",05:50 - 11:50,2023-06-28 7:50:00,18 19 44.04,58 00 19.44,-8.4,13.8,20.6,"(1.49, 3.64)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,C9DT362_1,_2 failed,1,2,05:40 - 12:20,2023-06-28 8:00:00,18 36 54.72,49 57 35.28,26.4,-1.74,20.2,"(0.87, 0.84)",ORANGE,,,,,,2023-06-27,2023-06-28
0627-0628,C9DT362_2,_2 failed,-1,-9,05:40 - 12:20,2023-06-28 8:00:00,18 36 54.72,49 57 35.28,26.4,-1.74,20.2,"(0.87, 0.84)",ORANGE,,,,,,2023-06-27,2023-06-28
0627-0628,P21GGRl_1,stuck in debug mode,-1,-4,07:20 - 14:50,2023-06-28 10:40:00,21 15 35.64,2 29 43.8,-1.86,-2.94,21.4,"(225.77, 202.19)",RED,,,,,,2023-06-27,2023-06-28
0627-0628,P21GGRl_2,stuck in debug mode,-1,-4,07:20 - 14:50,2023-06-28 10:40:00,21 15 35.64,2 29 43.8,-1.86,-2.94,21.4,"(225.77, 202.19)",RED,,,,,,2023-06-27,2023-06-28
0627-0628,P21GGRT_1,no target in box,-1,-2,08:00 - 15:30,2023-06-28 11:20:00,21 54 21.24,7 09 36.72,-0.18,0.24,21.5,"(22.71, 17.78)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,P21GGRT_2,no target in box,-1,-2,08:00 - 15:30,2023-06-28 11:20:00,21 54 21.24,7 09 36.72,-0.18,0.24,21.5,"(22.71, 17.78)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,P21GELa_1,,1,"1,",08:50 - 16:30,2023-06-28 12:20:00,22 52 30.36,29 12 45,1.2,1.68,20.5,"(1.3, 2.08)",GREEN,,,,,,2023-06-27,2023-06-28
0627-0628,P21GELa_2,,1,"1,",08:50 - 16:30,2023-06-28 12:20:00,22 52 30.36,29 12 45,1.2,1.68,20.5,"(1.3, 2.08)",GREEN,,,,,,2023-06-27,2023-06-28
0626-0627,C9DM1Z2_1,_1: no issues _2:error regarding description in ephemerides missing a comma,1,2,,700,17 24 24.6,-04 38 03,12 29 99,0.69,21.2,60,blue,,,,,,2023-06-26,2023-06-27
0626-0627,C9DM1Z2_2,_1: no issues _2:error regarding description in ephemerides missing a comma,1,2,,700,17 24 24.6,-04 38 03,12 29 99,0.69,21.2,60,blue,,,,,,2023-06-26,2023-06-27
0626-0627,P21GELa_1,,1,"1,",,1220,22 51 22.0,28 48 17,12 31 99,1.72,20.5,10,green,,,,,,2023-06-26,2023-06-27
0626-0627,P21GELa_2,,1,"1,",,1220,22 51 22.0,28 48 17,12 31 99,1.72,20.5,10,green,,,,,,2023-06-26,2023-06-27
0625-0626,C9DCAU2_1,,1,"1,",,10:00 PM,15 26 07.5,-02 20 24,01 10 00,-4.86,20.2,2,green,,,,,,2023-06-25,2023-06-26
0625-0626,C9DCAU2_2,,1,"1,",,10:00 PM,15 26 07.5,-02 20 24,01 10 00,-4.86,20.2,2,green,,,,,,2023-06-25,2023-06-26
0625-0626,C9CYHH2_1,,1,"1,",,12:30 AM,17 50 44.4,02 33 26,01 06 00,-7.71,21.4,2,green,,,,,,2023-06-25,2023-06-26
0625-0626,C9CYHH2_2,,1,"1,",,12:30 AM,17 50 44.4,02 33 26,01 06 00,-7.71,21.4,2,green,,,,,,2023-06-25,2023-06-26
0624-0625,3FN1D21_1,only got one due to storage,1,2,,2:50 AM,20 10 11.3,-20 55 23,12 06 99,33.63,18.9,4,orange,,,,,,2023-06-24,2023-06-25
0624-0625,3FN1D21_2,only got one due to storage,-1,0,,2:50 AM,20 10 11.3,-20 55 23,12 06 99,33.63,18.9,4,orange,,,,,,2023-06-24,2023-06-25
0624-0625,A10VKeW_1,,1,"1,",,12:00 AM,17 17 04.8,00 50 30,01 03 00,10.09,19.6,1,orage,,,,,,2023-06-24,2023-06-25
0624-0625,A10VKeW_2,,1,"1,",,12:00 AM,17 17 04.8,00 50 30,01 03 00,10.09,19.6,1,orage,,,,,,2023-06-24,2023-06-25
0624-0625,C0HTG75_1,,1,"1,",,10:40 PM,16 04 49.7,16 41 50,12 18 99,-19.14,20.2,8,orange,,,,,,2023-06-24,2023-06-25
0624-0625,C0HTG75_2,,1,"1,",,10:40 PM,16 04 49.7,16 41 50,12 18 99,-19.14,20.2,8,orange,,,,,,2023-06-24,2023-06-25
0624-0625,P21GxRx_1,only _1,1,2,,12:10 AM,17 30 19.9,01 00 53,12 29 99,0.12,21.3,6,green,,,,,,2023-06-24,2023-06-25
0624-0625,P21GxRx_2,only _1,-1,-9,,12:10 AM,17 30 19.9,01 00 53,12 29 99,0.12,21.3,6,green,,,,,,2023-06-24,2023-06-25
0624-0625,3FN2I21_1,unknown,-1,"-9,",,3:10 AM,20 33 56.2,-17 08 00,12 26 99,1.97,20,2,orange,,,,,,2023-06-24,2023-06-25
0624-0625,3FN2I21_2,unknown,-1,"-9,",,3:10 AM,20 33 56.2,-17 08 00,12 26 99,1.97,20,2,orange,,,,,,2023-06-24,2023-06-25
0623-0624,P11GB8H_1,"_1 wrong vel, _2 too slow. -0.33  -0.073",-1,-9,,630,16 48 39.4,-05 15 47,12 29 99,-0.073,20.2,0.2,green,,,,,,2023-06-23,2023-06-24
0623-0624,P11GB8H_2,"_1 wrong vel, _2 too slow. -0.33  -0.073",-1,-8,,630,16 48 39.4,-05 15 47,12 29 99,-0.073,20.2,0.2,green,,,,,,2023-06-23,2023-06-24
0623-0624,A10VKeW_1,,1,"1,",,650,17 08 03.3,-03 39 02,01 04 00,12.72,19.2,2,yellow,,,,,,2023-06-23,2023-06-24
0623-0624,A10VKeW_2,,1,"1,",,650,17 08 03.3,-03 39 02,01 04 00,12.72,19.2,2,yellow,,,,,,2023-06-23,2023-06-24
0623-0624,C9CZK12_1,,1,"1,",,650,17 06 26.9,+22 48 41,12 22 99,12.45,20.9,"1.02,0.83",green,,,,,,2023-06-23,2023-06-24
0623-0624,C9CZK12_2,,1,"1,",,650,17 06 26.9,+22 48 41,12 22 99,12.45,20.9,"1.02,0.83",green,,,,,,2023-06-23,2023-06-24
0623-0624,P21GxRx_1,"_2 failed recenter, both not within output",-1,-2,,710,17 31 30.5,+00 57 53,12 29 99,0.13,21.4,"(7.96, 1.81)",green,,,,,,2023-06-23,2023-06-24
0623-0624,P21GxRx_2,"_2 failed recenter, both not within output",-1,-2,,710,17 31 30.5,+00 57 53,12 29 99,0.13,21.4,"(7.96, 1.81)",green,,,,,,2023-06-23,2023-06-24
0623-0624,P21GyDW_1,just _2,1,2,,1000,20 20 09.8,-06 03 28,12 26 99,0.5,21.3,"(7.54, 1.33)  ",green,,,,,,2023-06-23,2023-06-24
0623-0624,P21GyDW_2,just _2,-1,-9,,1000,20 20 09.8,-06 03 28,12 26 99,0.5,21.3,"(7.54, 1.33)  ",green,,,,,,2023-06-23,2023-06-24
0623-0624,P21GyQj_1,,1,"1,",,1040,21 04 09.5,-08 45 57,12 30 99,1.34,20.5,"(12.84, 23.18) ",green,,,,,,2023-06-23,2023-06-24
0623-0624,P21GyQj_2,,1,"1,",,1040,21 04 09.5,-08 45 57,12 30 99,1.34,20.5,"(12.84, 23.18) ",green,,,,,,2023-06-23,2023-06-24
0623-0624,C9D0L02_1,,1,"1,",,1050,21 14 26.2,+09 14 03,01 15 00,6.71,20,2,green,,,,,,2023-06-23,2023-06-24
0623-0624,C9D0L02_2,,1,"1,",,1050,21 14 26.2,+09 14 03,01 15 00,6.71,20,2,green,,,,,,2023-06-23,2023-06-24
0623-0624,P11GBMr_1,hard to ID in IDOBJ mode and stacked disp,-1,-8,,1200,22 16 10.4,-12 08 20,12 30 99,0.4,20.9,"(12.64, 6.31)",green,,,,,,2023-06-23,2023-06-24
0623-0624,P11GBMr_2,hard to ID in IDOBJ mode and stacked disp,-1,-8,,1200,22 16 10.4,-12 08 20,12 30 99,0.4,20.9,"(12.64, 6.31)",green,,,,,,2023-06-23,2023-06-24
0622-0623,C9CZ9R2_1,,1,"1,",,440,14 52 09.6,+11 43 36,01 10 00,-4.52,20,2,green,,,,,,2023-06-22,2023-06-23
0622-0623,C9CZ9R2_2,,1,"1,",,440,14 52 09.6,+11 43 36,01 10 00,-4.52,20,2,green,,,,,,2023-06-22,2023-06-23
0622-0623,P11GxNv_1,,1,"1,",,630,16 43 23,+09 03 01,12 27 99,21.77,20.2,4,yellow,,,,,,2023-06-22,2023-06-23
0622-0623,P11GxNv_2,,1,"1,",,630,16 43 23,+09 03 01,12 27 99,21.77,20.2,4,yellow,,,,,,2023-06-22,2023-06-23
0622-0623,P11Gvm7_1,,1,"1,",,640,16 56 49.1,-19 10 54,12 26 99,-17.54,19.6,4,yellow,,,,,,2023-06-22,2023-06-23
0622-0623,P11Gvm7_2,,1,"1,",,640,16 56 49.1,-19 10 54,12 26 99,-17.54,19.6,4,yellow,,,,,,2023-06-22,2023-06-23
0622-0623,P11Gvl8_1,,1,"1,",,640,16 58 02.6,-12 21 09,12 31 99,3.84,20.7,30,green,,,,,,2023-06-22,2023-06-23
0622-0623,P11Gvl8_2,,1,"1,",,640,16 58 02.6,-12 21 09,12 31 99,3.84,20.7,30,green,,,,,,2023-06-22,2023-06-23
0622-0623,Sar2689_1,,1,"1,",,700,17 17 16.7,+09 30 52,01 31 00,-26.38,19,1,yellow,,,,,,2023-06-22,2023-06-23
0622-0623,Sar2689_2,,1,"1,",,700,17 17 16.7,+09 30 52,01 31 00,-26.38,19,1,yellow,,,,,,2023-06-22,2023-06-23
0622-0623,P21GyDW_1,one bad recenter,-1,-5,,1010,20 25 42.0,-06 15 35,12 26 99,0.51,21.1,150,green,,,,,,2023-06-22,2023-06-23
0622-0623,P21GyDW_2,one bad recenter,1,2,,1010,20 25 42.0,-06 15 35,12 26 99,0.51,21.1,150,green,,,,,,2023-06-22,2023-06-23
0622-0623,P21GyQj_1,bad IDObj field and shifted stack unclear,-1,-8,,1050,21 02 59.3,-09 17 18,12 30 99,1.37,20.5,100,green,,,,,,2023-06-22,2023-06-23
0622-0623,P21GyQj_2,bad IDObj field and shifted stack unclear,-1,-8,,1050,21 02 59.3,-09 17 18,12 30 99,1.37,20.5,100,green,,,,,,2023-06-22,2023-06-23
0622-0623,P21Gsp5_1,bad IDObj field and shifted stack unclear,-1,-8,,1230,22 46 13.9,+05 31 38,12 30 99,1.09,21,2,green,,,,,,2023-06-22,2023-06-23
0622-0623,P21Gsp5_2,bad IDObj field and shifted stack unclear,-1,-8,,1230,22 46 13.9,+05 31 38,12 30 99,1.09,21,2,green,,,,,,2023-06-22,2023-06-23
0621-0622,3FK2921_1,No target in either identifyObj box,-1,-2,,540,15 51 09.6,-20 42 09,12 17 99,9.13,19.3,2,yellow,,,,,,2023-06-21,2023-06-22
0621-0622,3FK2921_2,No target in either identifyObj box,-1,-2,,540,15 51 09.6,-20 42 09,12 17 99,9.13,19.3,2,yellow,,,,,,2023-06-21,2023-06-22
0621-0622,C3R8U21_1,set 2 recenter fail,1,2,,550,15 57 46.6,-06.38 55,12 15 99,6.87,18.7,10,green,,,,,,2023-06-21,2023-06-22
0621-0622,C3R8U21_2,set 2 recenter fail,1,-5,,550,15 57 46.6,-06.38 55,12 15 99,6.87,18.7,10,green,,,,,,2023-06-21,2023-06-22
0621-0622,P11Gvm4_1,set 2 dome closed,0,-9,,600,16 14 53.9,-08 59 10,12 28 99,6.72,21.3,100,red,,,,,,2023-06-21,2023-06-22
0621-0622,P11Gvm4_2,set 2 dome closed,-1,"-2,-11",,600,16 14 53.9,-08 59 10,12 28 99,6.72,21.3,100,red,,,,,,2023-06-21,2023-06-22
0621-0622,P21GcUR_1,Failed after frame re-registration: not enough ref stars,-1,-3,,630,16 38 54.9,-15 44 13,12 28 99,1.42,21.2,12,green,,,,,,2023-06-21,2023-06-22
0621-0622,P21GcUR_2,Failed after frame re-registration: not enough ref stars,-1,-3,,630,16 38 54.9,-15 44 13,12 28 99,1.42,21.2,12,green,,,,,,2023-06-21,2023-06-22
0621-0622,P11Gvl8_1,set 1 and 2 recenter fail,0,-5,,640,16 54 56.4,-13 49 46,12 31 99,3.68,20.4,100,green,,,,,,2023-06-21,2023-06-22
0621-0622,P11Gvl8_2,set 1 and 2 recenter fail,0,-5,,640,16 54 56.4,-13 49 46,12 31 99,3.68,20.4,100,green,,,,,,2023-06-21,2023-06-22
0621-0622,P11Gvl7_1,"No second dataset, no object in identifyObj on first set",-1,-2,,700,17 13 01.0,+26 41 37,01 03 00,-5.82,21,60,green,,,,,,2023-06-21,2023-06-22
0621-0622,P11Gvl7_2,"No second dataset, no object in identifyObj on first set",0,0,,700,17 13 01.0,+26 41 37,01 03 00,-5.82,21,60,green,,,,,,2023-06-21,2023-06-22
0620-0621,P11GnKU_1,unknown,-1,"-9,",03:00 - 10:20,2023-06-21 6:50:00,16 56 40.92,15 01 57.36,-1.98,5.04,20.9,"(2.05, 4.34)",GREEN,,,,,,2023-06-20,2023-06-21
0620-0621,P11GnKU_2,unknown,-1,"-9,",03:00 - 10:20,2023-06-21 6:50:00,16 56 40.92,15 01 57.36,-1.98,5.04,20.9,"(2.05, 4.34)",GREEN,,,,,,2023-06-20,2023-06-21
0620-0621,P11GnKW_1,unknown,-1,"-9,",03:00 - 10:30,2023-06-21 7:00:00,17 04 27.48,6 37 47.64,-0.06,-6.6,20.7,"(0.45, 0.42)",GREEN,,,,,,2023-06-20,2023-06-21
0620-0621,P11GnKW_2,unknown,-1,"-9,",03:00 - 10:30,2023-06-21 7:00:00,17 04 27.48,6 37 47.64,-0.06,-6.6,20.7,"(0.45, 0.42)",GREEN,,,,,,2023-06-20,2023-06-21
0620-0621,P21GsyO_1,unknown,-1,"-9,",06:20 - 10:50,2023-06-21 10:10:00,20 12 38.88,-23 59 56.04,0.84,0.54,20.9,"(46.53, 17.72)",ORANGE,,,,,,2023-06-20,2023-06-21
0620-0621,P21GsyO_2,unknown,-1,"-9,",06:20 - 10:50,2023-06-21 10:10:00,20 12 38.88,-23 59 56.04,0.84,0.54,20.9,"(46.53, 17.72)",ORANGE,,,,,,2023-06-20,2023-06-21
0620-0621,P11GoAB_1,unknown,-1,"-9,",06:50 - 10:50,2023-06-21 10:40:00,20 44 00.96,-10 41 02.76,6.6,-4.02,19.9,"(3.71, 2.36)",GREEN,,,,,,2023-06-20,2023-06-21
0620-0621,P11GoAB_2,unknown,-1,"-9,",06:50 - 10:50,2023-06-21 10:40:00,20 44 00.96,-10 41 02.76,6.6,-4.02,19.9,"(3.71, 2.36)",GREEN,,,,,,2023-06-20,2023-06-21
0620-0621,3FJ1H21_1,unknown,-1,"-9,",06:50 - 10:50,2023-06-21 10:40:00,20 46 11.64,-22 28 56.28,-7.2,-3.6,20.1,"(2.92, 7.57)",ORANGE,,,,,,2023-06-20,2023-06-21
0620-0621,3FJ1H21_2,unknown,-1,"-9,",06:50 - 10:50,2023-06-21 10:40:00,20 46 11.64,-22 28 56.28,-7.2,-3.6,20.1,"(2.92, 7.57)",ORANGE,,,,,,2023-06-20,2023-06-21
0620-0621,P21G9k7_1,unknown,-1,"-9,",09:00 - 10:50,2023-06-21 12:40:00,22 48 30.24,-24 57 46.08,1.92,-0.24,20.2,"(3.33, 4.38)",GREEN,,,,,,2023-06-20,2023-06-21
0620-0621,P21G9k7_2,unknown,-1,"-9,",09:00 - 10:50,2023-06-21 12:40:00,22 48 30.24,-24 57 46.08,1.92,-0.24,20.2,"(3.33, 4.38)",GREEN,,,,,,2023-06-20,2023-06-21
0619-0620,P11GgBa_1,,1,"1,",02:00 - 07:00,2023-06-20 4:40:00,14 38 29.4,-10 08 54.6,8.4,0.72,20.9,"(4.13, 0.79)",ORANGE,,,,,,2023-06-19,2023-06-20
0619-0620,P11GgBa_2,,1,"1,",02:00 - 07:00,2023-06-20 4:40:00,14 38 29.4,-10 08 54.6,8.4,0.72,20.9,"(4.13, 0.79)",ORANGE,,,,,,2023-06-19,2023-06-20
0619-0620,P11Gnt6_1,,1,"1,",02:00 - 07:50,2023-06-20 5:30:00,15 34 18.48,-12 03 23.04,-8.4,-4.62,20.6,"(0.72, 0.79)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,P11Gnt6_2,,1,"1,",02:00 - 07:50,2023-06-20 5:30:00,15 34 18.48,-12 03 23.04,-8.4,-4.62,20.6,"(0.72, 0.79)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,C3R7LQ1_1,,1,"1,",02:30 - 10:00,2023-06-20 6:30:00,16 27 03.96,3 13 03,3.3,22.2,18.6,"(0.1, 0.49)",ORANGE,,,,,,2023-06-19,2023-06-20
0619-0620,C3R7LQ1_2,,1,"1,",02:30 - 10:00,2023-06-20 6:30:00,16 27 03.96,3 13 03,3.3,22.2,18.6,"(0.1, 0.49)",ORANGE,,,,,,2023-06-19,2023-06-20
0619-0620,P11GnKW_1,,1,"1,",03:10 - 10:40,2023-06-20 7:00:00,17 04 32.88,9 23 29.4,-0.06,-6.6,20.7,"(0.75, 0.88)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,P11GnKW_2,,1,"1,",03:10 - 10:40,2023-06-20 7:00:00,17 04 32.88,9 23 29.4,-0.06,-6.6,20.7,"(0.75, 0.88)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,C9CXVK2_1,,1,"1,",04:30 - 11:50,2023-06-20 8:30:00,18 29 57.84,15 59 14.28,4.74,-10.2,20.3,"(0.6, 0.78)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,C9CXVK2_2,,1,"1,",04:30 - 11:50,2023-06-20 8:30:00,18 29 57.84,15 59 14.28,4.74,-10.2,20.3,"(0.6, 0.78)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,P11GoAB_1,,1,"1,",06:40 - 11:50,2023-06-20 10:30:00,20 34 54.12,-9 15 55.08,4.44,-2.76,20.5,"(0.68, 0.56)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,P11GoAB_2,,1,"1,",06:40 - 11:50,2023-06-20 10:30:00,20 34 54.12,-9 15 55.08,4.44,-2.76,20.5,"(0.68, 0.56)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,P21G9k7_1,,1,"1,",09:00 - 11:50,2023-06-20 12:40:00,22 45 21.6,-24 52 22.8,1.86,-0.24,20.3,"(1.64, 2.11)",GREEN,,,,,,2023-06-19,2023-06-20
0619-0620,P21G9k7_2,,1,"1,",09:00 - 11:50,2023-06-20 12:40:00,22 45 21.6,-24 52 22.8,1.86,-0.24,20.3,"(1.64, 2.11)",GREEN,,,,,,2023-06-19,2023-06-20
0618-0619,C9CXVD2_1,Only_1 (recenter fail),1,2,,12:00 AM,16 54 37.2,20 38 45,-16.54,--15.61,18.8,1,orange,,,,,,2023-06-18,2023-06-19
0618-0619,C9CXVD2_2,Only_1 (recenter fail),-1,-2,,12:00 AM,16 54 37.2,20 38 45,-16.54,--15.61,18.8,1,orange,,,,,,2023-06-18,2023-06-19
0618-0619,C9CXVK2_1,Only_1 (stopped before _2),1,2,,1:30 AM,18 24 13.2,18 56 07,4.4,-9.89,20.3,2,green,,,,,,2023-06-18,2023-06-19
0618-0619,C9CXVK2_2,Only_1 (stopped before _2),-1,0,,1:30 AM,18 24 13.2,18 56 07,4.4,-9.89,20.3,2,green,,,,,,2023-06-18,2023-06-19
0618-0619,P11GgKy_1,,1,"1,",,11:30 PM,16 26 10.8,-01 26 48,1.88,-5.7,20.6,3,green,,,,,,2023-06-18,2023-06-19
0618-0619,P11GgKy_2,,1,"1,",,11:30 PM,16 26 10.8,-01 26 48,1.88,-5.7,20.6,3,green,,,,,,2023-06-18,2023-06-19
0618-0619,P21GcUQ_1,,1,"1,",,10:50 PM,15 50 29.8,-14 38 57,-11.16,5.35,20.6,7,orange,,,,,,2023-06-18,2023-06-19
0618-0619,P21GcUQ_2,,1,"1,",,10:50 PM,15 50 29.8,-14 38 57,-11.16,5.35,20.6,7,orange,,,,,,2023-06-18,2023-06-19
0618-0619,P11GeZ3_1,,1,"1,",,12:00 AM,16 59 09.2,-00 47 58,-3.83,-7.5,20.9,4,green,,,,,,2023-06-18,2023-06-19
0618-0619,P11GeZ3_2,,1,"1,",,12:00 AM,16 59 09.2,-00 47 58,-3.83,-7.5,20.9,4,green,,,,,,2023-06-18,2023-06-19
0618-0619,P11GgBa_1,Only _2 (_1 too early),-1,-2,,9:30 PM,14 26 56.2,-10 25 51,7.51,0.67,21,15,orange,,,,,,2023-06-18,2023-06-19
0618-0619,P11GgBa_2,Only _2 (_1 too early),1,2,,9:30 PM,14 26 56.2,-10 25 51,7.51,0.67,21,15,orange,,,,,,2023-06-18,2023-06-19
0618-0619,P21G8zr_1,,1,"1,",,12:30 AM,17 30 08.1,11 2 40,-2.31,1.49,21.3,6,green,,,,,,2023-06-18,2023-06-19
0618-0619,P21G8zr_2,,1,"1,",,12:30 AM,17 30 08.1,11 2 40,-2.31,1.49,21.3,6,green,,,,,,2023-06-18,2023-06-19
0617-0618,P11G9c0_1,"_2 did not recenter, only processed _1",1,2,,3:10 AM,20 06 55.0,-25 11 07,-12.2,3.8,19,200,orange,,,,,,2023-06-17,2023-06-18
0617-0618,P11G9c0_2,"_2 did not recenter, only processed _1",-1,-5,,3:10 AM,20 06 55.0,-25 11 07,-12.2,3.8,19,200,orange,,,,,,2023-06-17,2023-06-18
0617-0618,P11G7Lc_1,false positive?,-1,-6,,10:30 PM,15 28 32.7,-20 53 51,-0.36,0.076,19.3,200,blue,,,,,,2023-06-17,2023-06-18
0617-0618,P11G7Lc_2,false positive?,-1,-6,,10:30 PM,15 28 32.7,-20 53 51,-0.36,0.076,19.3,200,blue,,,,,,2023-06-17,2023-06-18
0617-0618,P11GduC_1,,1,"1,",,2:30 AM,19 29 14.7,-27 56 03,-1.19,0.95,20.6,20,green,,,,,,2023-06-17,2023-06-18
0617-0618,P11GduC_2,,1,"1,",,2:30 AM,19 29 14.7,-27 56 03,-1.19,0.95,20.6,20,green,,,,,,2023-06-17,2023-06-18
