CandidateName,CandidateType,Author,DateAdded,DateLastEdited,Priority,Updated,StartObservability,EndObservability,TransitTime,RejectedReason,RemovedReason,RemovedDt,RA,Dec,dRA,dDec,Magnitude,RMSE_RA,RMSE_Dec,ApproachColor,ExposureTime,NumExposures,Scheduled,Observed,Processed,Submitted,ID,Filter,Guide
C9P61U2,MPC NEO,MPCLogger,2023-10-16 22:13:25,2023-11-08 02:46:47,2,2023-10-31 00:00:00,2023-11-02 00:10:00,2023-11-02 00:50:00,2023-11-02 03:30:00,vMag,MPCLogger: Target removed from MPC list,2023-11-08 02:46:47,22.3595,14.5822,0.36,0.24,25.0,24.15,187.52,GREEN,-1.0,-1.0,0,0,0,0,4407435682301749906,CLEAR,1
P11JVAF,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-25 23:00:15,2,2023-09-23 17:02:24,2023-09-24 10:20:00,2023-09-24 16:40:00,2023-09-23 12:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-25 23:00:15,4.9032,-13.3436,0.18,-0.3,24.6,47752.85,20612.0,RED,-1.0,-1.0,0,0,0,0,4411780370592430759,CLEAR,1
P11G7Ki,MPC NEO,MPCLogger,2023-06-16 17:37:47,2023-07-18 22:41:05,2,2023-06-16 11:31:12,2023-06-17 03:00:00,2023-06-17 08:00:00,,,MPCLogger: Target removed from MPC list,2023-07-18 22:41:05,15.2559,-14.4778,7.800000000000001,12.6,19.9,164.29590074009758,72.86971936270923,ORANGE,,,0,0,0,0,4418679769832099532,CLEAR,1
P11MLle,MPC NEO,MPCLogger,2023-10-24 18:16:17,2023-12-17 21:40:45,2,2023-11-07 16:19:12,2023-11-08 03:50:00,2023-11-08 11:20:00,2023-11-07 07:10:00,vMag,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,2.4753,9.2128,-0.12,0,22.0,1.06,1.36,GREEN,-1.0,-1.0,0,0,0,0,4425310500338761767,CLEAR,1
C9GC382,MPC NEO,MPCLogger,2023-09-10 16:57:36,2023-09-13 18:35:04,2,2023-09-10 17:45:36,2023-09-11 06:20:00,2023-09-11 12:50:00,2023-09-10 08:40:00,vMag,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,0.1473,-7.1731,3.36,0.18,22.5,157166.63,15349.97,BLACK,-1.0,-1.0,0,0,0,0,4427995315303131949,CLEAR,1
P11GLc9,MPC NEO,MPCLogger,2023-07-11 16:38:34,2023-07-18 22:45:32,2,2023-07-11 16:19:12,,,2023-07-13 11:20:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:45:32,22.8645,-27.2536,0.66,-0.24,21.7,798.68,138.52,GREEN,-1.0,-1.0,0,0,0,0,4461471423575903107,CLEAR,1
P21GbNr,MPC NEO,MPCLogger,2023-06-21 02:34:55,2023-06-22 02:25:30,2,2023-06-20 23:31:12,,,2023-06-21 04:30:00,Observability,MPCLogger: Target removed from MPC list,2023-06-22 02:25:30,14.6369,-35.9094,2.1,-0.66,20.4,1.52,1.31,GREEN,600.0,1.0,0,0,0,0,4483920750663133675,CLEAR,1
3FK2921,MPC NEO,MPCLogger,2023-06-22 02:25:30,2023-06-22 22:41:16,2,2023-06-22 00:00:00,2023-06-22 05:00:00,2023-06-22 08:00:00,2023-06-22 05:40:00,,MPCLogger: Target removed from MPC list,2023-06-22 22:41:16,15.8938,-21.1473,-10.8,8.4,19.4,2.07,1.05,ORANGE,300.0,1.0,0,0,0,0,4485452725565931693,CLEAR,1
P11G9jS,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-07-18 22:41:03,2,2023-06-20 16:33:36,,,2023-06-21 11:00:00,Observability,MPCLogger: Target removed from MPC list,2023-07-18 22:41:03,21.1468,-38.3856,-0.96,0.3,20.4,212.53,47.83,GREEN,600.0,1.0,0,0,0,0,4488937171118839503,CLEAR,1
P11H7Tb,MPC NEO,MPCLogger,2023-07-17 21:18:06,2023-07-19 20:59:35,2,2023-07-18 17:02:24,,,2023-07-19 10:20:00,Observability,MPCLogger: Target removed from MPC list,2023-07-19 20:59:35,22.235,-29.8706,1.26,0,20.3,1.81,0.65,GREEN,600.0,1.0,0,0,0,0,4491999781540001208,CLEAR,1
C9L6FP2,MPC NEO,MPCLogger,2023-10-07 03:31:13,2023-10-16 22:13:23,2,2023-10-06 06:14:24,2023-10-07 03:30:00,2023-10-07 11:00:00,2023-10-06 06:50:00,,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,0.0463,10.8514,3.66,-1.2,21.4,3.38,1.1,GREEN,600.0,3.0,0,0,0,0,4496114847975329600,CLEAR,1
C9DV532,MPC NEO,MPCLogger,2023-07-06 21:09:06,2023-07-07 21:21:00,2,2023-07-07 02:09:36,,,2023-07-06 13:40:00,Observability,MPCLogger: Target removed from MPC list,2023-07-07 21:21:00,0.8287,14.7051,0.48,2.7,20.2,0.48,0.71,GREEN,600.0,1.0,0,0,0,0,4510294772659810566,CLEAR,1
W01194,MPC NEO,MPCLogger,2023-10-25 19:43:05,2023-11-01 01:33:37,2,2023-10-25 00:43:12,,,2023-10-25 08:30:00,,MPCLogger: Target removed from MPC list,2023-11-01 01:33:37,2.9767,15.9944,-1.26,0.24,22.3,53978.03,9650.27,GREEN,-1.0,-1.0,0,0,0,0,4512781842183842395,CLEAR,1
C9E2GF2,MPC NEO,MPCLogger,2023-07-09 03:16:10,2023-07-10 21:11:42,2,2023-07-08 22:04:48,2023-07-09 07:10:00,2023-07-09 11:50:00,2023-07-09 09:30:00,RMSE,MPCLogger: Target removed from MPC list,2023-07-10 21:11:42,20.7383,-17.4602,-1.74,-12.6,20.5,396.4,268.58,ORANGE,600.0,1.0,0,0,0,0,4528555309728006989,CLEAR,1
C3RCNY1,MPC NEO,MPCLogger,2023-06-29 15:26:27,2023-06-29 22:37:05,2,2023-06-29 22:04:48,2023-06-29 23:40:00,2023-06-30 06:10:00,2023-06-30 03:10:00,,MPCLogger: Target removed from MPC list,2023-06-29 22:37:05,13.8391,28.794,-118.2,-24,18.5,0.43,0.38,RED,300.0,1.0,0,0,0,0,4529041184877760877,CLEAR,1
P11IOtk,MPC NEO,MPCLogger,2023-09-10 16:57:35,2023-09-11 04:34:09,2,2023-09-10 08:52:48,,,2023-09-10 10:20:00,,MPCLogger: Target removed from MPC list,2023-09-11 04:34:09,1.7745,18.8613,-4.5,-0.6,19.8,14.64,3.58,GREEN,600.0,1.0,0,0,0,0,4537562784112601831,,1
P11Gwgv,MPC NEO,MPCLogger,2023-06-26 07:22:47,2023-06-26 18:13:59,2,2023-06-25 16:33:36,2023-06-26 07:40:00,2023-06-26 15:10:00,2023-06-26 11:10:00,vMag,MPCLogger: Target removed from MPC list,2023-06-26 18:13:59,21.5892,19.379,-0.12,0.3,21.6,4.16,3.15,GREEN,-1.0,-1.0,0,0,0,0,4541178387666134957,CLEAR,1
C0LL6Y5,MPC NEO,MPCLogger,2023-10-20 04:12:17,2023-10-24 18:16:15,2,2023-10-19 09:21:36,2023-10-20 04:50:00,2023-10-20 12:20:00,2023-10-19 08:20:00,vMag,MPCLogger: Target removed from MPC list,2023-10-24 18:16:15,2.2905,25.2562,-0.06,0.84,23.1,0.57,3.38,GREEN,-1.0,-1.0,0,0,0,0,4565164296508163241,,1
P21GTRq,MPC NEO,MPCLogger,2023-07-12 17:54:48,2023-07-14 08:36:50,2,2023-07-14 02:24:00,2023-07-14 07:00:00,2023-07-14 09:00:00,2023-07-14 05:00:00,vMag,One-time duplicate removal,,16.5373,-11.754,-2.1,0.24,21.9,35.15,2.73,GREEN,-1.0,-1.0,0,0,0,0,4567011037478049816,CLEAR,1
P11H6Y5,MPC NEO,MPCLogger,2023-07-17 20:19:19,2023-07-17 21:48:27,2,2023-07-17 18:14:24,2023-07-18 06:50:00,2023-07-18 13:10:00,2023-07-18 09:10:00,RMSE,MPCLogger: Target removed from MPC list,2023-07-17 21:48:27,21.0069,-18.0343,-2.22,-0.24,20.4,330862.22,58047.25,GREEN,600.0,1.0,0,0,0,0,4570003493760087336,CLEAR,1
P11Nmhg,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-12-17 21:40:45,2,2023-11-07 11:31:12,2023-11-08 06:50:00,2023-11-08 13:10:00,2023-11-07 09:10:00,dRA/dDec,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,4.4524,-5.192,-0.36,0.36,21.4,3.9,3.88,GREEN,600.0,3.0,0,0,0,0,4575807396212596344,CLEAR,1
C9VKHJ2,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-12-17 21:40:45,2,2023-11-08 03:50:24,2023-11-08 10:00:00,2023-11-08 17:30:00,2023-11-07 13:20:00,,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,8.6464,3.6235,2.28,-0.36,21.3,0.74,0.4,GREEN,600.0,3.0,0,0,0,0,4593835700840931005,CLEAR,1
P21J4NJ,MPC NEO,MPCLogger,2023-09-11 04:34:09,2023-09-16 05:30:29,2,2023-09-14 17:16:48,2023-09-14 08:00:00,2023-09-14 15:30:00,2023-09-14 11:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,3.0546,32.2193,1.08,0.24,22.0,5.96,4.15,GREEN,-1.0,-1.0,0,0,0,0,4610566024804843234,CLEAR,1
P11K5oh,MPC NEO,MPCLogger,2023-09-20 21:47:14,2023-09-22 07:25:36,2,2023-09-20 20:38:24,2023-09-21 06:30:00,2023-09-21 14:00:00,2023-09-20 10:00:00,vMag,MPCLogger: Target removed from MPC list,2023-09-22 07:25:36,2.0625,18.6851,0.18,0.9,21.7,0.66,2.67,GREEN,-1.0,-1.0,0,0,0,0,4614049102820256411,CLEAR,1
GG0416,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-10-04 21:56:43,2,2023-09-29 17:02:24,2023-09-30 04:00:00,2023-09-30 10:20:00,2023-09-30 06:10:00,RMSE,MPCLogger: Target removed from MPC list,2023-10-04 21:56:43,22.9451,-19.1944,-2.1,1.8,20.2,26537.3,24457.48,ORANGE,600.0,1.0,0,0,0,0,4621081014065439702,CLEAR,1
gb00663,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-12-17 21:40:45,2,2023-11-08 03:50:24,2023-11-08 03:00:00,2023-11-08 08:30:00,2023-11-08 04:30:00,,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,23.8064,29.3245,-34.8,26.4,20.4,0.24,0.11,ORANGE,600.0,1.0,0,0,0,0,4627243636395742428,CLEAR,1
P11Nlai,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-12-17 21:40:45,2,2023-11-08 03:36:00,2023-11-08 03:00:00,2023-11-08 08:40:00,2023-11-08 04:30:00,vMag,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,23.8695,-5.237,-0.6,-0.12,22.0,2.18,0.54,GREEN,-1.0,-1.0,0,0,0,0,4635356065932673944,CLEAR,1
P11GwgD,MPC NEO,MPCLogger,2023-06-22 02:25:30,2023-06-22 22:41:16,2,2023-06-21 15:07:12,2023-06-22 07:20:00,2023-06-22 13:40:00,2023-06-22 11:10:00,RMSE,MPCLogger: Target removed from MPC list,2023-06-22 22:41:16,21.3765,-17.3064,6.6,9,20.8,332.29,405.83,RED,600.0,2.0,0,0,0,0,4666339239839342984,CLEAR,1
P11Jav9,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-16 05:30:29,2,2023-09-14 17:02:24,2023-09-14 05:50:00,2023-09-14 12:00:00,2023-09-15 08:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,23.8294,-24.1861,-0.6,2.16,21.8,1.7,5.81,GREEN,-1.0,-1.0,0,0,0,0,4677321032149768455,CLEAR,1
P11IQwS,MPC NEO,MPCLogger,2023-09-10 16:57:35,2023-09-13 18:35:04,2,2023-09-10 01:12:00,2023-09-11 06:30:00,2023-09-11 14:00:00,2023-09-10 09:50:00,,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,1.3865,0.9405,5.34,2.82,20.9,42.34,20.38,GREEN,600.0,2.0,0,0,0,0,4677930863646280741,CLEAR,1
P11GLc9,MPC NEO,MPCLogger,2023-07-13 16:44:34,2023-07-17 20:19:19,2,2023-07-15 16:33:36,,,2023-07-16 11:10:00,vMag,MPCLogger: Target removed from MPC list,2023-07-17 20:19:19,22.9219,-27.6119,0.6,-0.3,21.6,0.93,0.97,GREEN,-1.0,-1.0,0,0,0,0,4692463468659157154,CLEAR,1
3GI2A21,MPC NEO,MPCLogger,2023-07-19 20:59:35,2023-07-21 23:56:41,2,2023-07-20 21:07:12,2023-07-21 09:40:00,2023-07-21 16:00:00,2023-07-21 11:50:00,Observability,MPCLogger: Target removed from MPC list,2023-07-21 23:56:41,23.9593,-9.7497,7.8,6.6,20.1,2.34,2.09,ORANGE,600.0,1.0,0,0,0,0,4693026418708821448,CLEAR,1
P11G3Q7,MPC NEO,MPCLogger,2023-06-16 01:16:40,2023-06-16 17:37:47,2,2023-06-16 06:14:24,2023-06-16 07:00:00,2023-06-16 10:40:00,,,MPCLogger: Target removed from MPC list,2023-06-16 17:37:47,16.901,1.9588,-4.92,-0.06,20.3,1.0502380682492898,0.46475800154489,ORANGE,,,0,0,0,0,4700419493923113993,CLEAR,1
C0LPM15,MPC NEO,MPCLogger,2023-10-20 04:12:17,2023-10-24 18:16:15,2,2023-10-19 12:28:48,2023-10-20 04:40:00,2023-10-20 12:10:00,2023-10-19 08:10:00,,MPCLogger: Target removed from MPC list,2023-10-24 18:16:15,2.1873,26.7892,-4.08,-6,20.7,9.44,17.54,GREEN,600.0,2.0,0,0,0,0,4708887979343991565,,1
C9KY9H2,MPC NEO,MPCLogger,2023-10-04 21:56:44,2023-10-16 22:13:23,2,2023-10-07 04:04:48,2023-10-07 03:00:00,2023-10-07 10:20:00,2023-10-07 06:20:00,,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,23.4918,31.3732,1.26,-4.08,21.2,0.43,0.28,GREEN,600.0,3.0,0,0,0,0,4733009447698968569,CLEAR,1
P11Iq2s,MPC NEO,MPCLogger,2023-08-29 18:23:31,2023-09-10 16:57:35,2,2023-09-05 20:38:24,2023-09-06 09:50:00,2023-09-06 16:10:00,2023-09-05 12:10:00,,MPCLogger: Target removed from MPC list,2023-09-10 16:57:35,3.2244,-8.8041,0.48,-0.24,20.5,0.99,1.02,GREEN,600.0,1.0,0,0,0,0,4733262500322866226,CLEAR,1
P11JSYy,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-25 23:00:15,2,2023-09-23 18:14:24,2023-09-24 05:00:00,2023-09-24 11:20:00,2023-09-24 07:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-25 23:00:15,23.5777,-3.7443,0.6,-0.78,22.8,45.42,63.23,GREEN,-1.0,-1.0,0,0,0,0,4733631154484219127,CLEAR,1
gb00600,MPC NEO,MPCLogger,2023-09-10 16:57:35,2023-09-11 04:34:09,2,2023-09-10 08:38:24,,,2023-09-11 07:50:00,,MPCLogger: Target removed from MPC list,2023-09-11 04:34:09,23.2275,7.1421,0.9,-5.52,20.4,0.92,3.26,GREEN,600.0,1.0,0,0,0,0,4734218644256513185,,1
C0J2RG5,MPC NEO,MPCLogger,2023-09-16 06:50:58,2023-09-20 21:47:14,2,2023-09-16 20:09:36,2023-09-17 02:20:00,2023-09-17 02:50:00,2023-09-17 04:10:00,Observability,MPCLogger: Target removed from MPC list,2023-09-20 21:47:14,20.0577,63.7404,17.4,2.82,21.1,11.05,3.77,GREEN,600.0,3.0,0,0,0,0,4752867628040254527,CLEAR,1
3GJ2821,MPC NEO,MPCLogger,2023-07-20 16:44:13,2023-07-27 20:41:27,2,2023-07-23 17:16:48,2023-07-24 01:50:00,2023-07-24 08:10:00,2023-07-24 04:00:00,,MPCLogger: Target removed from MPC list,2023-07-27 20:41:27,16.2927,-17.9377,1.44,1.26,20.3,4.62,2.08,GREEN,600.0,1.0,0,0,0,0,4754533932487963088,CLEAR,1
P11JGgf,MPC NEO,MPCLogger,2023-09-16 09:11:11,2023-09-20 21:47:13,2,2023-09-16 12:43:12,,,2023-09-17 06:00:00,,MPCLogger: Target removed from MPC list,2023-09-20 21:47:13,21.9111,-35.0461,-0.42,-1.02,21.5,1.01,1.11,GREEN,600.0,3.0,0,0,0,0,4756284444827052085,CLEAR,1
P21FZto,MPC NEO,MPCLogger,2023-06-14 23:26:07,2023-07-18 22:41:05,2,2023-06-15 06:00:00,2023-06-15 10:00:00,2023-06-15 11:20:00,,RMSE,MPCLogger: Target removed from MPC list,2023-07-18 22:41:05,17.5312,3.9374,-1.3199999999999998,1.14,20.4,32.089377986354336,371.9304026816076,GREEN,,,0,0,0,0,4787229946544134117,CLEAR,1
P11JCql,MPC NEO,MPCLogger,2023-09-16 05:30:29,2023-09-20 21:47:14,2,2023-09-15 18:28:48,2023-09-16 07:00:00,2023-09-16 12:50:00,2023-09-16 08:50:00,vMag,MPCLogger: Target removed from MPC list,2023-09-20 21:47:14,0.638,-14.7662,-1.26,0.36,22.0,45.34,12.98,GREEN,-1.0,-1.0,0,0,0,0,4802661466513999783,CLEAR,1
P11Hf8z,MPC NEO,MPCLogger,2023-07-29 02:13:37,2023-08-29 18:23:30,2,2023-08-06 16:19:12,2023-07-29 08:00:00,2023-07-29 14:20:00,2023-08-08 09:30:00,,MPCLogger: Target removed from MPC list,2023-08-29 18:23:30,22.7615,-5.7656,-0.66,-0.24,21.2,218537.91,13670.7,GREEN,600.0,3.0,0,0,0,0,4809276628284783776,CLEAR,1
C9HZUU2,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-25 23:00:15,2,2023-09-23 18:14:24,2023-09-24 05:50:00,2023-09-24 13:20:00,2023-09-23 09:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-25 23:00:15,1.5658,7.4781,2.1,0.42,23.2,872.03,168.85,ORANGE,-1.0,-1.0,0,0,0,0,4892892963805756043,CLEAR,1
P11Jo67,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-20 21:47:14,2,2023-09-16 16:48:00,2023-09-16 07:00:00,2023-09-16 11:00:00,2023-09-17 06:50:00,vMag,MPCLogger: Target removed from MPC list,2023-09-20 21:47:14,22.6693,-10.1221,-0.54,-0.84,22.0,1.4,2.59,GREEN,-1.0,-1.0,0,0,0,0,4898057837760757007,CLEAR,1
P11GWn6,MPC NEO,MPCLogger,2023-07-12 17:54:48,2023-07-15 04:17:12,2,2023-07-14 07:26:24,2023-07-14 08:50:00,2023-07-14 15:10:00,2023-07-14 11:00:00,,MPCLogger: Target removed from MPC list,2023-07-15 04:17:12,22.672,-9.2132,-3.84,-1.2,20.1,0.68,0.33,GREEN,600.0,1.0,0,0,0,0,4921620170891615536,CLEAR,1
P11PLSy,MPC NEO,MPCLogger,2023-12-17 21:40:46,2023-12-17 21:41:02,2,2023-12-17 16:48:00,2023-12-18 04:50:00,2023-12-18 11:10:00,2023-12-17 07:10:00,vMag,,,5.0634,-3.7212,0.12,0.3,22.2,0.9,2.47,GREEN,-1.0,-1.0,0,0,0,0,4923867010809572089,,1
P11J9C8,MPC NEO,MPCLogger,2023-09-13 18:35:06,2023-09-16 05:30:29,2,2023-09-14 17:16:48,2023-09-14 04:20:00,2023-09-14 10:30:00,2023-09-15 06:30:00,,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,22.2339,-25.4109,-1.98,2.34,20.9,209.82,385.15,GREEN,600.0,2.0,0,0,0,0,4926087105749096132,CLEAR,1
P11Hbbv,MPC NEO,MPCLogger,2023-07-24 01:19:06,2023-08-29 18:23:31,2,2023-08-06 16:48:00,2023-08-10 07:00:00,2023-08-10 10:50:00,2023-08-08 08:50:00,RMSE,MPCLogger: Target removed from MPC list,2023-08-29 18:23:31,22.149,-22.4823,5.82,-1.86,21.3,52630.44,11387.92,GREEN,600.0,3.0,0,0,0,0,4936021521372531563,CLEAR,1
P21HY9I,MPC NEO,MPCLogger,2023-08-29 18:23:32,2023-09-25 23:00:15,2,2023-09-23 16:48:00,2023-09-24 02:40:00,2023-09-24 09:00:00,2023-09-24 05:00:00,vMag,MPCLogger: Target removed from MPC list,2023-09-25 23:00:15,21.3039,-8.4549,1.2,1.56,23.1,5914.08,12816.16,GREEN,-1.0,-1.0,0,0,0,0,4943950402249942111,CLEAR,1
C9QXWP2,MPC NEO,MPCLogger,2023-10-20 04:12:17,2023-10-24 18:16:15,2,2023-10-19 04:19:12,2023-10-20 05:00:00,2023-10-20 11:20:00,2023-10-19 07:20:00,,MPCLogger: Target removed from MPC list,2023-10-24 18:16:15,1.3627,-18.8705,-1.14,0.54,21.3,14.95,6.8,GREEN,600.0,3.0,0,0,0,0,4947696467111787548,,1
3JC2921,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-16 05:30:29,2,2023-09-14 18:14:24,2023-09-14 04:50:00,2023-09-14 10:40:00,2023-09-15 07:30:00,,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,23.2431,-31.5702,24,2.04,19.3,1.2,0.47,ORANGE,300.0,1.0,0,0,0,0,4948337417890210674,CLEAR,1
C0LHM05,MPC NEO,MPCLogger,2023-10-20 04:12:17,2023-12-17 21:40:45,2,2023-11-06 17:02:24,2023-11-08 03:00:00,2023-11-08 10:10:00,2023-11-07 06:00:00,vMag,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,1.34,20.169,0.12,0,27.9,1680.18,1255.93,GREEN,-1.0,-1.0,0,0,0,0,5013233422975377010,CLEAR,1
A10X1pX,MPC NEO,MPCLogger,2023-09-29 03:18:56,2023-09-30 04:35:12,2,2023-09-29 04:04:48,2023-09-29 21:00:00,2023-09-30 00:50:00,2023-09-29 23:10:00,,MPCLogger: Target removed from MPC list,2023-09-30 04:35:12,15.9276,-5.9018,2.34,0,15.8,1.35,1.29,GREEN,300.0,1.0,0,0,0,0,5018527480822813350,CLEAR,1
3GJ2521,MPC NEO,MPCLogger,2023-07-20 16:44:13,2023-07-24 01:19:06,2,2023-07-22 05:16:48,2023-07-22 05:00:00,2023-07-22 07:50:00,2023-07-22 03:40:00,,MPCLogger: Target removed from MPC list,2023-07-24 01:19:06,15.8458,-8.8235,3.54,5.94,19.9,0.53,0.62,GREEN,600.0,1.0,0,0,0,0,5019264757936081290,CLEAR,1
C3R7JY1,MPC NEO,MPCLogger,2023-06-16 08:53:38,2023-06-16 17:37:47,2,2023-06-16 08:52:48,2023-06-16 07:00:00,2023-06-16 11:50:00,,,MPCLogger: Target removed from MPC list,2023-06-16 17:37:47,17.7324,28.89,75.6,70.19999999999999,18.0,245.96545184232684,261.766332823761,RED,,,0,0,0,0,5029703776784926696,CLEAR,1
A10VJYv,MPC NEO,MPCLogger,2023-07-14 23:49:03,2023-07-22 06:13:52,2,2023-07-21 17:31:12,2023-07-22 07:10:00,2023-07-22 13:30:00,2023-07-22 09:30:00,,MPCLogger: Target removed from MPC list,2023-07-22 06:13:52,21.6271,-10.4104,-0.3,-0.06,16.9,0.0,0.0,GREEN,300.0,1.0,0,0,0,0,5030053865232264894,CLEAR,1
P21GMvO,MPC NEO,MPCLogger,2023-07-13 16:44:34,2023-07-18 00:20:30,2,2023-07-17 16:19:12,2023-07-13 17:00:00,2023-07-13 17:40:00,2023-07-17 13:30:00,RMSE,One-time duplicate removal,,1.4008,20.6253,2.04,0.78,21.5,31146.58,6801.9,GREEN,600.0,3.0,0,0,0,0,5042601892537098000,CLEAR,1
P11HXyA,MPC NEO,MPCLogger,2023-08-29 18:23:32,2023-09-13 18:35:04,2,2023-09-10 17:16:48,2023-09-11 08:20:00,2023-09-11 14:40:00,2023-09-10 10:40:00,vMag,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,2.0866,-15.4419,0.06,-0.12,22.4,3642.64,980.61,GREEN,-1.0,-1.0,0,0,0,0,5057141416622360884,CLEAR,1
C9JVW52,MPC NEO,MPCLogger,2023-09-22 07:25:36,2023-09-23 18:59:11,2,2023-09-22 06:43:12,2023-09-23 04:20:00,2023-09-23 11:50:00,2023-09-22 07:50:00,dRA,MPCLogger: Target removed from MPC list,2023-09-23 18:59:11,0.0433,43.1426,-0.24,1.26,21.2,0.61,2.05,GREEN,600.0,3.0,0,0,0,0,5057691942995277587,CLEAR,1
P11GLc8,MPC NEO,MPCLogger,2023-06-30 20:23:02,2023-07-18 22:41:05,2,2023-06-30 15:50:24,,,2023-07-01 11:20:00,Observability,MPCLogger: Target removed from MPC list,2023-07-18 22:41:05,22.0507,-32.0582,0.42,-1.38,21.3,139.13,85.14,ORANGE,600.0,3.0,0,0,0,0,5057775662194478818,CLEAR,1
P11GXlk,MPC NEO,MPCLogger,2023-07-12 21:31:47,2023-07-21 00:21:38,2,2023-07-19 16:19:12,,,2023-07-21 08:50:00,RMSE,One-time duplicate removal,,20.9468,-28.1204,2.94,1.08,19.0,273091.46,122345.72,BLACK,300.0,1.0,0,0,0,0,5059218993454228630,CLEAR,1
A10W1as,MPC NEO,MPCLogger,2023-07-18 22:37:28,2023-07-27 20:41:27,2,2023-07-23 08:38:24,2023-07-24 08:30:00,2023-07-24 14:20:00,2023-07-24 10:40:00,,MPCLogger: Target removed from MPC list,2023-07-27 20:41:27,22.9953,-28.442,4.86,0.36,19.3,0.68,0.8,ORANGE,300.0,1.0,0,0,0,0,5079495437481510202,CLEAR,1
P11HuBs,MPC NEO,MPCLogger,2023-07-29 20:57:20,2023-08-08 00:19:21,2,2023-07-30 05:16:48,2023-07-30 07:00:00,2023-07-30 13:20:00,2023-07-30 09:10:00,,MPCLogger: Target removed from MPC list,2023-08-08 00:19:21,21.9159,-4.6761,2.64,6,20.1,0.73,1.17,GREEN,600.0,1.0,0,0,0,0,5087826559001101953,CLEAR,1
P11H8Cj,MPC NEO,MPCLogger,2023-07-24 01:19:07,2023-07-27 20:41:27,2,2023-07-23 16:19:12,2023-07-24 06:50:00,2023-07-24 13:10:00,2023-07-24 09:00:00,RMSE,MPCLogger: Target removed from MPC list,2023-07-27 20:41:27,21.3382,-11.2947,3.66,2.28,20.5,25991.85,5405.97,BLACK,600.0,1.0,0,0,0,0,5097788265443207080,CLEAR,1
C9HGU12,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-25 23:00:15,2,2023-09-23 16:19:12,2023-09-24 06:50:00,2023-09-24 14:20:00,2023-09-23 10:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-25 23:00:15,2.6691,12.4966,0.12,0.48,23.4,3.41,6.81,ORANGE,-1.0,-1.0,0,0,0,0,5107481296880822625,CLEAR,1
C9CYHH2,MPC NEO,MPCLogger,2023-06-22 02:25:30,2023-07-18 22:44:20,2,2023-06-22 22:19:12,2023-06-24 03:40:00,2023-06-24 11:10:00,2023-06-24 07:00:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:44:20,17.3449,9.2844,8.4,-7.2,21.6,1.97,1.84,GREEN,-1.0,-1.0,0,0,0,0,5131665735447766984,CLEAR,1
P11Ixus,MPC NEO,MPCLogger,2023-09-06 03:51:42,2023-09-13 18:35:04,2,2023-09-10 16:48:00,2023-09-11 04:00:00,2023-09-11 09:00:00,2023-09-11 05:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,20.8897,-29.7154,-0.12,0.84,23.4,21396.8,29755.43,RED,-1.0,-1.0,0,0,0,0,5133594184640799727,CLEAR,1
P11JSie,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-25 23:00:15,2,2023-09-23 18:14:24,2023-09-24 05:00:00,2023-09-24 11:20:00,2023-09-24 07:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-25 23:00:15,23.6415,-7.7339,2.22,-0.9,22.2,6.21,2.7,GREEN,-1.0,-1.0,0,0,0,0,5138225411057660646,CLEAR,1
